citation_name,date_signed,state,effective_date,expiration_date,prohibited_issuing_groups,vaccination_prohibition_groups,vaccination_requirement_details,vaccination_person_exact_term,vaccination_person_definition,vaccination_issuer_exact_term,vaccination_issuer_definition,vaccination_prohibition_exemptions
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – governor,Congregate facility workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – governor,Congregate facility workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – governor,Government workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Government workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Government workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – governor,Government workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – governor,Healthcare workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Healthcare workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Healthcare workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – governor,Healthcare workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – governor,IHE students,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,IHE students,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,IHE students,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – governor,IHE students,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – governor,K-12 students,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,K-12 students,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,K-12 students,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – governor,K-12 students,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – governor,Long-term care facility workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Long-term care facility workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Long-term care facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – governor,Long-term care facility workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – governor,Patrons of businesses,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Patrons of businesses,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Patrons of businesses,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – governor,Patrons of businesses,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – governor,Private business employees,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Private business employees,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Private business employees,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – governor,Private business employees,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – governor,School workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,School workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,School workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – governor,School workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – governor,Visitors to government buildings,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Visitors to government buildings,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – governor,Visitors to government buildings,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – governor,Visitors to government buildings,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – health department,Congregate facility workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – health department,Congregate facility workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – health department,Government workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Government workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Government workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – health department,Government workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – health department,Healthcare workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Healthcare workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Healthcare workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – health department,Healthcare workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – health department,IHE students,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,IHE students,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,IHE students,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – health department,IHE students,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – health department,K-12 students,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,K-12 students,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,K-12 students,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – health department,K-12 students,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – health department,Long-term care facility workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Long-term care facility workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Long-term care facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – health department,Long-term care facility workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – health department,Patrons of businesses,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Patrons of businesses,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Patrons of businesses,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – health department,Patrons of businesses,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – health department,Private business employees,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Private business employees,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Private business employees,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – health department,Private business employees,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – health department,School workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,School workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,School workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – health department,School workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – health department,Visitors to government buildings,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Visitors to government buildings,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – health department,Visitors to government buildings,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – health department,Visitors to government buildings,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – local (not school district),Congregate facility workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Congregate facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – local (not school district),Congregate facility workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – local (not school district),Government workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Government workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Government workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – local (not school district),Government workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – local (not school district),Healthcare workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Healthcare workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Healthcare workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – local (not school district),Healthcare workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – local (not school district),IHE students,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),IHE students,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),IHE students,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – local (not school district),IHE students,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – local (not school district),K-12 students,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),K-12 students,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),K-12 students,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – local (not school district),K-12 students,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – local (not school district),Long-term care facility workers,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Long-term care facility workers,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Long-term care facility workers,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – local (not school district),Long-term care facility workers,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – local (not school district),Patrons of businesses,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Patrons of businesses,Prohibits requiring vaccination,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Patrons of businesses,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
2021 Tex. Sess. Law Serv. Ch. 863 (S.B. 968) (VERNON’S),06/16/2021 12:00:00 AM,Texas,06/16/2021 12:00:00 AM,,Government – local (not school district),Patrons of businesses,Prohibits issuance of vaccine passports,[individual],not defined further,[governmental entity],not defined further,[]
"Tex. Exec. Order No. GA-40 (Oct. 11, 2021)",10/11/2021 12:00:00 AM,Texas,10/11/2021 12:00:00 AM,,Government – local (not school district),Private business employees,Requires acceptance of any exemption,"[individual, employee, consumer]",not defined further,[entity],not defined further,[]
"Tex. Exec. Order No. GA-39 (Aug. 25, 2021)",08/25/2021 12:00:00 AM,Texas,08/25/2021 12:00:00 AM,,Government – local (not school district),Private business employees,Prohibits requiring vaccination,[individual],not defined further,"[state agencies, political subdivisions]",not defined further,[]
