citation_name,date_signed,state,effective_date,expiration_date,vaccination_mandate_group,vaccination_requirement_details,vaccination_testing_frequency,vaccination_person_exact_term,vaccination_person_definition,vaccination_religious_exemption,vaccination_medical_exemption,vaccination_enforcement,negative_test_option,negative_test_timeframe,requires_booster
"Wash. Proc. No. 21-14 (Aug. 9, 2021)",08/09/2021 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Government workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,"[Workers for State Agencies, Worker]","A person engaged to work as an employee, independent contractor,
service provider, volunteer, or through any other formal or informal
agreement to provide goods or services, whether compensated or
uncompensated, but does not include a visitor or patron;

The director, secretary, or other executive officer of a State Agency;

 A person appointed to serve on a board, commission, or similar body that is an executive cabinet agency listed at
https://www.governor.wa.gov/office-governor/office/executive-cabinet or a small cabinet agency listed at https://www.governor.wa.gov/officegovernor/office/small-cabinet.","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - IIS]",,,
"Wash. Proc. No. 21-14.5 (May 20, 2022)",05/20/2022 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Healthcare workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Health Care Provider],"“Health Care Provider” includes:
 Individuals with credentials listed in the Healthcare Professional Credentialing Requirements list;
 Individuals who are permitted by law to provide health care services in a professional capacity without holding a credential;
 Long-term care workers unless specifically excluded in this order; and
 Workers in any Health Care Setting, as defined herein.
“Health Care Provider” does not include, for purposes of this order:
11
 Individual providers, as defined in RCW 74.39A.240;
 Individuals who provide only personal care services, as defined in RCW 74.39A.009(24), in people’s homes;
 Providers who are not actively practicing or providing services; and
 Providers who provide services only at one or more of the settings that are expressly excluded from the list of Health Care Settings under this order.
“Health Care Setting” is any public or private setting that is primarily used for the delivery of in-person health care services to people, except as specifically exempted below. If located at a facility that is primarily used for the delivery of health-care services, such as a hospital, then the entire facility is a Health Care Setting. If located at a facility that is primarily used for another purpose, such as a pharmacy within a grocery store, school nurse’s office, or vaccination clinic within a business establishment, the Health Care Setting includes only the areas that are primarily used for the delivery of health care, but not the other areas of the facility.
“Health Care Setting” includes, but is not limited to:
 Acute care facilities, including, but not limited to, hospitals;
 Long-term acute care facilities;
 Inpatient rehabilitation facilities;
 Inpatient behavioral health facilities, including, but not limited to, evaluation and treatment facilities, residential treatment facilities, secure detox facilities;
 Residential long-term care facilities, including, but not limited to, nursing homes, assisted living facilities, adult family homes, settings where certified community residential services and supports are provided, and enhanced services facilities;
 Mobile clinics or other vehicles where health care is delivered;
 Outpatient facilities, including, but not limited to, dialysis centers, physician offices, and behavioral health facilities (including offices of psychiatrists, mental health counselors, and substance use disorder professionals);
 Dental and dental specialty facilities;
 Pharmacies (not including the retail areas);
 Massage therapy offices (this includes designated areas where massage is administered within non-health care settings like spas and wellness/fitness centers);
 Chiropractic offices;
 Midwifery practices and stand-alone birth centers;
 Isolation and/or quarantine facilities;
 Ambulatory surgical facilities;
 Urgent care centers; and
 Hospice care centers.
“Health Care Setting” does not include:
 Settings where sports and spectator events or other gatherings are held (including when credentialed athletic trainers are providing care to players), other than areas primarily used for the delivery of health care services, such as designated first aid areas (which are Health Care Settings);
 Department of Children, Youth & Families (DCYF)-licensed foster homes that do not primarily provide health care services;
 Research facilities where no health care is delivered to people;
 Veterinary health care settings;
 Animal control agencies; and
 Non-profit humane societies.","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Adverse employment action]",,,false
"Wash. Proc. No. 21-14.4 (Mar. 23, 2022)",03/23/2022 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Healthcare workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Health Care Provider],"“Health Care Provider” includes: 
 Individuals with credentials listed in the Healthcare Professional
Credentialing Requirements list; 
 Individuals who are permitted by law to provide health care services in a 
professional capacity without holding a credential; 
 Long-term care workers unless specifically excluded in this order; and 
 Workers in any Health Care Setting, as defined herein.

“Health Care Setting” is any public or private setting that is primarily used for 
the delivery of in-person health care services to people, except as specifically 
exempted below. If located at a facility that is primarily used for the delivery of 
health-care services, such as a hospital, then the entire facility is a Health Care 
Setting. If located at a facility that is primarily used for another purpose, such 
as a pharmacy within a grocery store, school nurse’s office, or vaccination 
clinic within a business establishment, the Health Care Setting includes only the 
areas that are primarily used for the delivery of health care, but not the other 
areas of the facility.

“Health Care Setting” includes, but is not limited to: 
 Acute care facilities, including, but not limited to, hospitals; 
 Long-term acute care facilities; 
 Inpatient rehabilitation facilities; 
 Inpatient behavioral health facilities, including, but not limited to, 
evaluation and treatment facilities, residential treatment facilities, secure 
detox facilities; 
 Residential long-term care facilities, including, but not limited to, nursing 
homes, assisted living facilities, adult family homes, settings where certified 
community residential services and supports are provided, and enhanced 
services facilities; 
 Mobile clinics or other vehicles where health care is delivered; 
 Outpatient facilities, including, but not limited to, dialysis centers, physician 
offices, and behavioral health facilities (including offices of psychiatrists, 
mental health counselors, and substance use disorder professionals); 
 Dental and dental specialty facilities; 
 Pharmacies (not including the retail areas); 
 Massage therapy offices (this includes designated areas where massage is 
administered within non-health care settings like spas and wellness/fitness 
centers); 
 Chiropractic offices; 
 Midwifery practices and stand-alone birth centers; 
 Isolation and/or quarantine facilities; 
 Ambulatory surgical facilities; 
 Urgent care centers; and 
 Hospice care centers. 
“Health Care Setting” does not include: 
 Settings where sports and spectator events or other gatherings are held 
(including when credentialed athletic trainers are providing care to players), 
other than areas primarily used for the delivery of health care services, such 
as designated first aid areas (which are Health Care Settings); 
 Department of Children, Youth & Families (DCYF)-licensed foster homes 
that do not primarily provide health care services; 
 Research facilities where no health care is delivered to people; 
 Veterinary health care settings; 
 Animal control agencies; and 
 Non-profit humane societies.","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Exclusion from workplace, Termination of employment, Must show proof of vaccination - Vaccine card, Must show proof of vaccination - IIS, Must show proof of vaccination - Other]",,,false
"Wash. Proc. 21-14.3 (Nov. 24, 2021)",11/24/2021 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Healthcare workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Health Care Provider],"“Health Care Provider” includes: 
 Individuals with credentials listed in the Healthcare Professional
Credentialing Requirements list; 
 Individuals who are permitted by law to provide health care services in a 
professional capacity without holding a credential; 
 Long-term care workers unless specifically excluded in this order; and 
 Workers in any Health Care Setting, as defined herein.
“Health Care Provider” does not include, for purposes of this order: 
 Individual providers, as defined in RCW 74.39A.240; 
 Individuals who provide only personal care services, as defined in RCW 
74.39A.009(24), in people’s homes; 
 Providers who are not actively practicing or providing services; and 
 Providers who provide services only at one or more of the settings that are 
expressly excluded from the list of Health Care Settings under this order. . “Health Care Setting” is any public or private setting that is primarily used for 
the delivery of in-person health care services to people, except as specifically 
exempted below. If located at a facility that is primarily used for the delivery of 
health-care services, such as a hospital, then the entire facility is a Health Care 
Setting. If located at a facility that is primarily used for another purpose, such 
as a pharmacy within a grocery store, school nurse’s office, or vaccination 
clinic within a business establishment, the Health Care Setting includes only the 
areas that are primarily used for the delivery of health care, but not the other 
areas of the facility. 
 
“Health Care Setting” includes, but is not limited to: 
Acute care facilities, including, but not limited to, hospitals; 
 Long-term acute care facilities; 
 Inpatient rehabilitation facilities; 
 Inpatient behavioral health facilities, including, but not limited to, 
evaluation and treatment facilities, residential treatment facilities, secure 
detox facilities; 
 Residential long-term care facilities, including, but not limited to, nursing 
homes, assisted living facilities, adult family homes, settings where certified 
community residential services and supports are provided, and enhanced 
services facilities; 
 Mobile clinics or other vehicles where health care is delivered; 
 Outpatient facilities, including, but not limited to, dialysis centers, physician 
offices, and behavioral health facilities (including offices of psychiatrists, 
mental health counselors, and substance use disorder professionals); 
 Dental and dental specialty facilities; 
 Pharmacies (not including the retail areas); 
 Massage therapy offices (this includes designated areas where massage is 
administered within non-health care settings like spas and wellness/fitness 
centers); 
 Chiropractic offices; 
 Midwifery practices and stand-alone birth centers; 
 Isolation and/or quarantine facilities; 
 Ambulatory surgical facilities; 
 Urgent care centers; and 
 Hospice care centers.
“Health Care Setting” does not include: 
 Settings where sports and spectator events or other gatherings are held 
(including when credentialed athletic trainers are providing care to players), 
other than areas primarily used for the delivery of health care services, such 
as designated first aid areas (which are Health Care Settings); 
 Department of Children, Youth & Families (DCYF)-licensed foster homes 
that do not primarily provide health care services; 
 Research facilities where no health care is delivered to people; 
 Veterinary health care settings; 
 Animal control agencies; and 
 Non-profit humane societies.","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - IIS, Must show proof of vaccination - Other, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Vaccine card, Termination of employment]",,,false
"Wash. Proc. No. 21-14.2 (Sept. 27, 2021)",09/27/2021 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Healthcare workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Worker],"""Worker"" includes -A person engaged to work as an employee, on-site volunteer, or on-site contractor for a State Agency, an operator of an Educational Setting, or an operator of a Health Care Setting, as applicable 

""Contractor"" includes any person who provides goods, services, or public works services pursuant to a contract with another person or entity, including, for purposes of this Order, a State Agency, an operator of an Educational Setting, or an operator of a Health Care Setting. The term includes subcontractors. 

“Health Care Provider” includes: Individuals with credentials listed in the Healthcare Professional Credentialing 
Requirements list; Individuals who are permitted by law to provide health care services in a professional capacity without holding a credential; Long-term care workers unless specifically excluded in this order; and Workers in any Health Care Setting, as defined herein. 

""Health Care Setting” includes, but is not limited to: 
 Acute care facilities, including, but not limited to, hospitals; 
 Long-term acute care facilities; 
 Inpatient rehabilitation facilities; 
 Inpatient behavioral health facilities, including, but not limited to, evaluation and 
treatment facilities, residential treatment facilities, secure detox facilities; 
 Residential long-term care facilities, including, but not limited to, nursing homes, 
assisted living facilities, adult family homes, settings where certified community 
residential services and supports are provided, and enhanced services facilities; 
 Mobile clinics or other vehicles where health care is delivered; 
 Outpatient facilities, including, but not limited to, dialysis centers, physician 
offices, and behavioral health facilities (including offices of psychiatrists, mental 
health counselors, and substance use disorder professionals); 
 Dental and dental specialty facilities; 
 Pharmacies (not including the retail areas); 
 Massage therapy offices (this includes designated areas where massage is 
administered within non-health care settings like spas and wellness/fitness 
centers); 
 Chiropractic offices; 
 Midwifery practices and stand-alone birth centers; 
 Isolation and/or quarantine facilities; 
 Ambulatory surgical facilities; 
 Urgent care centers; and 
 Hospice care centers.","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Termination of employment, Adverse employment action, Exclusion from workplace]",,,
"Wash. Proc. No. 21-14.1 (Aug. 20, 2021)",08/20/2021 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Healthcare workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,"[Healthcare provider, operator of Health Care Setting]","“Health Care Provider” includes:
• Individuals with credentials listed in the Healthcare Professional
Credentialing Requirements list;
• Individuals who are permitted by law to provide health care services in a professional capacity without holding a credential;
• Long-term care workers unless specifically excluded in this order; and
• Workers in any Health Care Setting, as defined herein.","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Exclusion from workplace]",,,
"Wash. Proc. No. 21-14 (Aug. 9, 2021)",08/09/2021 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Healthcare workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Health Care Providers ],". “Health Care Provider” includes:
• Individuals with credentials listed in the Healthcare Professional
Credentialing Requirements list;
• Individuals who are permitted by law to provide health care services in a professional capacity without holding a credential;
• Long-term care workers unless specifically excluded in this order; and
• Workers in any Health Care Setting, as defined herein.


“Health Care Provider” does not include, for purposes of this order:
• Individual providers, as defined in RCW 74.39A.240;
• Providers of personal care in a person’s home, such as home care, home health or hospice care;
• Providers who are not actively practicing or providing services; and
• Providers who provide services only at one or more of the settings that are expressly excluded from the list of Health Care Settings under this order.","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS]",,,
"Wash. Proc. No. 21-14.5 (May 20, 2022)",05/20/2022 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Health Care Provider],"“Health Care Provider” includes:
 Individuals with credentials listed in the Healthcare Professional Credentialing Requirements list;
 Individuals who are permitted by law to provide health care services in a professional capacity without holding a credential;
 Long-term care workers unless specifically excluded in this order; and
 Workers in any Health Care Setting, as defined herein.
“Health Care Provider” does not include, for purposes of this order:
11
 Individual providers, as defined in RCW 74.39A.240;
 Individuals who provide only personal care services, as defined in RCW 74.39A.009(24), in people’s homes;
 Providers who are not actively practicing or providing services; and
 Providers who provide services only at one or more of the settings that are expressly excluded from the list of Health Care Settings under this order.
“Health Care Setting” is any public or private setting that is primarily used for the delivery of in-person health care services to people, except as specifically exempted below. If located at a facility that is primarily used for the delivery of health-care services, such as a hospital, then the entire facility is a Health Care Setting. If located at a facility that is primarily used for another purpose, such as a pharmacy within a grocery store, school nurse’s office, or vaccination clinic within a business establishment, the Health Care Setting includes only the areas that are primarily used for the delivery of health care, but not the other areas of the facility.
“Health Care Setting” includes, but is not limited to:
 Acute care facilities, including, but not limited to, hospitals;
 Long-term acute care facilities;
 Inpatient rehabilitation facilities;
 Inpatient behavioral health facilities, including, but not limited to, evaluation and treatment facilities, residential treatment facilities, secure detox facilities;
 Residential long-term care facilities, including, but not limited to, nursing homes, assisted living facilities, adult family homes, settings where certified community residential services and supports are provided, and enhanced services facilities;
 Mobile clinics or other vehicles where health care is delivered;
 Outpatient facilities, including, but not limited to, dialysis centers, physician offices, and behavioral health facilities (including offices of psychiatrists, mental health counselors, and substance use disorder professionals);
 Dental and dental specialty facilities;
 Pharmacies (not including the retail areas);
 Massage therapy offices (this includes designated areas where massage is administered within non-health care settings like spas and wellness/fitness centers);
 Chiropractic offices;
 Midwifery practices and stand-alone birth centers;
 Isolation and/or quarantine facilities;
 Ambulatory surgical facilities;
 Urgent care centers; and
 Hospice care centers.
“Health Care Setting” does not include:
 Settings where sports and spectator events or other gatherings are held (including when credentialed athletic trainers are providing care to players), other than areas primarily used for the delivery of health care services, such as designated first aid areas (which are Health Care Settings);
 Department of Children, Youth & Families (DCYF)-licensed foster homes that do not primarily provide health care services;
 Research facilities where no health care is delivered to people;
 Veterinary health care settings;
 Animal control agencies; and
 Non-profit humane societies.","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Adverse employment action]",,,false
"Wash. Proc. No. 21-14.4 (Mar. 23, 2022)",03/23/2022 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Health Care Provider],"“Health Care Provider” includes: 
 Individuals with credentials listed in the Healthcare Professional
Credentialing Requirements list; 
 Individuals who are permitted by law to provide health care services in a 
professional capacity without holding a credential; 
 Long-term care workers unless specifically excluded in this order; and 
 Workers in any Health Care Setting, as defined herein.

“Health Care Setting” is any public or private setting that is primarily used for 
the delivery of in-person health care services to people, except as specifically 
exempted below. If located at a facility that is primarily used for the delivery of 
health-care services, such as a hospital, then the entire facility is a Health Care 
Setting. If located at a facility that is primarily used for another purpose, such 
as a pharmacy within a grocery store, school nurse’s office, or vaccination 
clinic within a business establishment, the Health Care Setting includes only the 
areas that are primarily used for the delivery of health care, but not the other 
areas of the facility.

“Health Care Setting” includes, but is not limited to: 
 Acute care facilities, including, but not limited to, hospitals; 
 Long-term acute care facilities; 
 Inpatient rehabilitation facilities; 
 Inpatient behavioral health facilities, including, but not limited to, 
evaluation and treatment facilities, residential treatment facilities, secure 
detox facilities; 
 Residential long-term care facilities, including, but not limited to, nursing 
homes, assisted living facilities, adult family homes, settings where certified 
community residential services and supports are provided, and enhanced 
services facilities; 
 Mobile clinics or other vehicles where health care is delivered; 
 Outpatient facilities, including, but not limited to, dialysis centers, physician 
offices, and behavioral health facilities (including offices of psychiatrists, 
mental health counselors, and substance use disorder professionals); 
 Dental and dental specialty facilities; 
 Pharmacies (not including the retail areas); 
 Massage therapy offices (this includes designated areas where massage is 
administered within non-health care settings like spas and wellness/fitness 
centers); 
 Chiropractic offices; 
 Midwifery practices and stand-alone birth centers; 
 Isolation and/or quarantine facilities; 
 Ambulatory surgical facilities; 
 Urgent care centers; and 
 Hospice care centers. 
“Health Care Setting” does not include: 
 Settings where sports and spectator events or other gatherings are held 
(including when credentialed athletic trainers are providing care to players), 
other than areas primarily used for the delivery of health care services, such 
as designated first aid areas (which are Health Care Settings); 
 Department of Children, Youth & Families (DCYF)-licensed foster homes 
that do not primarily provide health care services; 
 Research facilities where no health care is delivered to people; 
 Veterinary health care settings; 
 Animal control agencies; and 
 Non-profit humane societies.","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Termination of employment, Exclusion from workplace]",,,false
"Wash. Proc. 21-14.3 (Nov. 24, 2021)",11/24/2021 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Health Care Provider],"“Health Care Provider” includes: 
 Individuals with credentials listed in the Healthcare Professional
Credentialing Requirements list; 
 Individuals who are permitted by law to provide health care services in a 
professional capacity without holding a credential; 
 Long-term care workers unless specifically excluded in this order; and 
 Workers in any Health Care Setting, as defined herein.
“Health Care Provider” does not include, for purposes of this order: 
 Individual providers, as defined in RCW 74.39A.240; 
 Individuals who provide only personal care services, as defined in RCW 
74.39A.009(24), in people’s homes; 
 Providers who are not actively practicing or providing services; and 
 Providers who provide services only at one or more of the settings that are 
expressly excluded from the list of Health Care Settings under this order. . “Health Care Setting” is any public or private setting that is primarily used for 
the delivery of in-person health care services to people, except as specifically 
exempted below. If located at a facility that is primarily used for the delivery of 
health-care services, such as a hospital, then the entire facility is a Health Care 
Setting. If located at a facility that is primarily used for another purpose, such 
as a pharmacy within a grocery store, school nurse’s office, or vaccination 
clinic within a business establishment, the Health Care Setting includes only the 
areas that are primarily used for the delivery of health care, but not the other 
areas of the facility. 
 
“Health Care Setting” includes, but is not limited to: 
Acute care facilities, including, but not limited to, hospitals; 
 Long-term acute care facilities; 
 Inpatient rehabilitation facilities; 
 Inpatient behavioral health facilities, including, but not limited to, 
evaluation and treatment facilities, residential treatment facilities, secure 
detox facilities; 
 Residential long-term care facilities, including, but not limited to, nursing 
homes, assisted living facilities, adult family homes, settings where certified 
community residential services and supports are provided, and enhanced 
services facilities; 
 Mobile clinics or other vehicles where health care is delivered; 
 Outpatient facilities, including, but not limited to, dialysis centers, physician 
offices, and behavioral health facilities (including offices of psychiatrists, 
mental health counselors, and substance use disorder professionals); 
 Dental and dental specialty facilities; 
 Pharmacies (not including the retail areas); 
 Massage therapy offices (this includes designated areas where massage is 
administered within non-health care settings like spas and wellness/fitness 
centers); 
 Chiropractic offices; 
 Midwifery practices and stand-alone birth centers; 
 Isolation and/or quarantine facilities; 
 Ambulatory surgical facilities; 
 Urgent care centers; and 
 Hospice care centers.
“Health Care Setting” does not include: 
 Settings where sports and spectator events or other gatherings are held 
(including when credentialed athletic trainers are providing care to players), 
other than areas primarily used for the delivery of health care services, such 
as designated first aid areas (which are Health Care Settings); 
 Department of Children, Youth & Families (DCYF)-licensed foster homes 
that do not primarily provide health care services; 
 Research facilities where no health care is delivered to people; 
 Veterinary health care settings; 
 Animal control agencies; and 
 Non-profit humane societies.","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - 3rd party app, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Termination of employment]",,,false
"Wash. Proc. No. 21-14.2 (Sept. 27, 2021)",09/27/2021 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Worker],"""Worker"" includes -A person engaged to work as an employee, on-site volunteer, or on-site contractor for a State Agency, an operator of an Educational Setting, or an operator of a Health Care Setting, as applicable ""Contractor"" includes any person who provides goods, services, or public works services pursuant to a contract with another person or entity, including, for purposes of this Order, a State Agency, an operator of an Educational Setting, or an operator of a Health Care Setting. The term includes subcontractors. “Health Care Provider” includes: Individuals with credentials listed in the Healthcare Professional Credentialing Requirements list; Individuals who are permitted by law to provide health care services in a professional capacity without holding a credential; Long-term care workers unless specifically excluded in this order; and Workers in any Health Care Setting, as defined herein. ""Health Care Setting” includes, but is not limited to:  Acute care facilities, including, but not limited to, hospitals;  Long-term acute care facilities;  Inpatient rehabilitation facilities;  Inpatient behavioral health facilities, including, but not limited to, evaluation and treatment facilities, residential treatment facilities, secure detox facilities;  Residential long-term care facilities, including, but not limited to, nursing homes, assisted living facilities, adult family homes, settings where certified community residential services and supports are provided, and enhanced services facilities;  Mobile clinics or other vehicles where health care is delivered;  Outpatient facilities, including, but not limited to, dialysis centers, physician offices, and behavioral health facilities (including offices of psychiatrists, mental health counselors, and substance use disorder professionals);  Dental and dental specialty facilities;  Pharmacies (not including the retail areas);  Massage therapy offices (this includes designated areas where massage is administered within non-health care settings like spas and wellness/fitness centers);  Chiropractic offices;  Midwifery practices and stand-alone birth centers;  Isolation and/or quarantine facilities;  Ambulatory surgical facilities;  Urgent care centers; and  Hospice care centers.","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Termination of employment, Adverse employment action, Exclusion from workplace]",,,false
"Wash. Proc. No. 21-14.1 (Aug. 20, 2021)",08/20/2021 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Health care provider],Health Care Provider - includes ... long-term care workers unless specifically excluded in this order ...,"Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Exclusion from workplace]",,,
"Wash. Proc. No. 21-14 (Aug. 9, 2021)",08/09/2021 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,Long-term care facility workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Health Care Provider],Health Care Provider - ... includes long-term care workers unless specifically excluded in this order ...,"Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - IIS, Must show proof of vaccination - Other]",,,
"Wash. Proc. No. 21-14.5 (May 20, 2022)",05/20/2022 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,School workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Worker in an Educational Setting],"a. “Worker”:
 “Worker” includes:
o A person engaged to work as an employee, on-site volunteer, or on-site contractor for a State Agency, an operator of an Educational Setting, or an operator of a Health Care Setting, as applicable;
o The director, secretary, or other executive officer of a State Agency; and
o A person appointed to serve on a board, commission, or similar body that is an executive cabinet agency listed at
https://www.governor.wa.gov/office-governor/office/executive-cabinet or a small cabinet agency listed at https://www.governor.wa.gov/officegovernor/office/small-cabinet, the State Board for Community and Technical Colleges, a board of trustees for a community or technical college, or a governing board of a four-year institution of higher education.
 The following exceptions apply to the definition of “Worker”:
10
o Visitors and patrons are not Workers.
o In Educational Settings:
o Students of, persons attending, and persons receiving services at or from an Educational Setting are not Workers.
o On-site contractors are not Workers if they do not work in places where students or persons receiving services are present.
o Family, friend, and neighbor (FFN) child care providers are not Workers.
o For any State Agency that is listed as an agency under the authority of a board, council, or commission at https://ofm.wa.gov/sites/default/files/public/publications/2021_State_Org _Chart.pdf and that is not also listed as an executive cabinet agency at https://www.governor.wa.gov/office-governor/office/executive-cabinet or a small cabinet agency at https://www.governor.wa.gov/officegovernor/office/small-cabinet, other than the State Board for Community and Technical Colleges, the boards of trustees for community and technical colleges, and the governing boards of four-year institutions of higher education, only the State Agency’s compensated employees are Workers subject to the requirements of this proclamation.
o For the Office of the Attorney General, the Office of the Commissioner of Public Lands and the Department of Natural Resources, the Office of Insurance Commissioner, the Office of the Lieutenant Governor, the Office of Superintendent of Public Instruction, and the Office of the Secretary of State, only on-site contractors are Workers subject to the requirements of this proclamation.
“Contractor” includes any person who provides goods, services, or public works services pursuant to a contract with another person or entity, including, for purposes of this Order, a State Agency, an operator of an Educational Setting, or an operator of a Health Care Setting. The term includes subcontractors. The term does not include parties to a lease or rental agreement, unless the agreement requires a party to provide services, in which case only the persons who provide those services are “contractors.”
g. “Educational Setting” includes:
 All public and private universities, colleges, community colleges, and technical colleges and private career/vocational schools subject to licensure by the Workforce Training & Education Coordinating Board;
 All public schools, public school districts, charter schools, private schools, educational service districts, the Washington School for the Deaf, the Washington State School for the Blind, and the Washington Youth Academy; and
 All early learning and childcare programs serving groups of children from multiple households, including, but not limited to, Early Childhood Education and Assistance Programs, Family Home Child Care, Child Care Centers, Outdoor, Nature-based Child Care, School-aged Child Care, license-exempt preschools, and license-exempt youth development programs (e.g., municipal parks & recreation programs, YMCA, Boys & Girls Clubs).
g. “Educational Setting” includes:
 All public and private universities, colleges, community colleges, and technical colleges and private career/vocational schools subject to licensure by the Workforce Training & Education Coordinating Board;
 All public schools, public school districts, charter schools, private schools, educational service districts, the Washington School for the Deaf, the Washington State School for the Blind, and the Washington Youth Academy; and
 All early learning and childcare programs serving groups of children from multiple households, including, but not limited to, Early Childhood Education and Assistance Programs, Family Home Child Care, Child Care Centers, Outdoor, Nature-based Child Care, School-aged Child Care, license-exempt preschools, and license-exempt youth development programs (e.g., municipal parks & recreation programs, YMCA, Boys & Girls Clubs).","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Adverse employment action]",,,false
"Wash. Proc. No. 21-14.4 (Mar. 23, 2022)",03/23/2022 12:00:00 AM,Washington,10/18/2021 12:00:00 AM,,School workers,"Requires vaccination, but allows some exemptions (e.g., religious, medical)",,[Educational Setting Worker],"“Worker” includes: 
o A person engaged to work as an employee, on-site volunteer, or on-site 
contractor for a State Agency, an operator of an Educational Setting, or 
an operator of a Health Care Setting, as applicable;

“Educational Setting” includes:
 All public and private universities, colleges, community colleges, and 
technical colleges and private career/vocational schools subject to licensure 
by the Workforce Training & Education Coordinating Board;
 All public schools, public school districts, charter schools, private schools, 
educational service districts, the Washington School for the Deaf, the 
Washington State School for the Blind, and the Washington Youth 
Academy; and
 All early learning and child care programs serving groups of children from 
multiple households, including, but not limited to, Early Childhood 
Education and Assistance Programs, Family Home Child Care, Child Care 
Centers, Outdoor, Nature-based Child Care, School-aged Child Care, 
license-exempt preschools, and license-exempt youth development 
programs (e.g., municipal parks & recreation programs, YMCA, Boys & 
Girls Clubs)","Yes, requires specific supporting documentation","Yes, requires specific supporting documentation","[Must show proof of vaccination - Vaccine card, Must show proof of vaccination - Other, Must show proof of vaccination - IIS, Exclusion from workplace, Termination of employment]",,,false
